sample1	sample2	chr	start	end	different	Nsnp
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	8	74385	170411	1	62
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	8	173941	1363564	0	828
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	9	80852	561033	1	250
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	9	567915	707853	0	97
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	9	714313	961650	1	133
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	9	963651	1157957	0	106
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	9	1167056	1196125	1	11
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	9	1198811	1473413	0	541
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	10	70764	1128748	0	516
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	10	1129640	1571687	1	593
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	11	111204	627825	0	251
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	11	629966	664109	1	19
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	11	669045	1934044	0	646
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	12	60587	921491	1	394
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	12	1107393	1142264	0	31
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	12	1152804	2162878	1	524
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	13	92637	632082	1	348
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	13	646083	921608	0	151
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	13	926023	1030778	1	52
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	13	1048714	1219089	0	70
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	13	1225494	1230462	1	9
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	13	1237035	1360834	0	48
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	13	1369897	1592063	1	110
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	13	1593876	2370774	0	391
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	13	2374603	2381071	1	8
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	13	2385810	2787498	0	231
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	14	36236	1102046	1	603
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	14	1104415	1357486	0	140
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	14	1361515	1496415	1	50
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	14	1499345	1832739	0	203
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	14	1837834	2284878	1	221
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	14	2289309	2385611	0	46
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	14	2387145	2695923	1	158
C09/PG0072-C/ERR019057	C13/PG0054-C/ERR019062	14	2698598	3254381	0	411
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	1	95518	574270	1	398
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	2	109073	141395	1	17
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	2	147721	207266	0	41
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	2	209681	346718	1	110
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	2	360156	477756	0	51
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	2	487241	861650	1	312
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	3	74346	403257	0	277
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	3	406496	937442	1	313
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	3	941504	1001448	0	30
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	4	91950	1141383	1	1107
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	5	38911	275740	1	160
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	5	279011	561831	0	192
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	5	561990	649812	1	70
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	5	651694	1321348	0	398
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	6	72627	164394	0	64
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	6	171952	926593	1	415
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	6	932002	1294070	0	248
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	7	77258	162203	0	153
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	7	165682	1380100	1	1013
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	8	74385	169623	0	60
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	8	170381	180400	1	6
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	8	182361	407080	0	116
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	8	411791	730662	1	208
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	8	736271	1363564	0	500
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	9	80852	891602	1	446
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	9	896213	1157957	0	140
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	9	1167056	1196125	1	11
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	9	1198811	1473413	0	541
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	10	70764	407112	0	185
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	10	416039	418043	1	3
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	10	423136	1128748	0	328
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	10	1129640	1571687	1	593
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	11	111204	331838	1	123
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	11	334204	627825	0	128
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	11	629966	664109	1	19
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	11	669045	997731	0	158
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	11	999209	1355726	1	197
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	11	1365066	1522573	0	73
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	11	1526106	1934044	1	218
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	12	60587	287237	1	101
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	12	307193	1142264	0	324
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	12	1152804	1817782	1	301
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	12	1832914	2162878	0	223
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	13	92637	632082	0	348
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	13	646083	1030778	1	203
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	13	1048714	1230462	0	79
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	13	1237035	2037942	1	375
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	13	2039290	2370774	0	174
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	13	2374603	2381071	1	8
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	13	2385810	2787498	0	231
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	14	36236	1023754	1	574
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	14	1032286	1832739	0	422
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	14	1837834	2387866	1	269
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	14	2390523	2695923	0	156
C09/PG0072-C/ERR019057	C14/PG0060-C/ERR019058	14	2698598	3254381	1	411
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	1	95518	574270	0	398
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	2	109073	207266	0	58
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	2	209681	346718	1	110
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	2	360156	671972	0	142
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	2	677992	861650	1	221
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	3	74346	403257	0	277
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	3	406496	525104	1	69
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	3	531474	937442	0	244
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	3	941504	1001448	1	30
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	4	91950	198931	0	276
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	4	204163	1141383	1	831
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	5	38911	134971	0	63
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	5	141732	1321348	1	757
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	6	72627	378828	1	160
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	6	382438	534012	0	74
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	6	534686	926593	1	245
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	6	932002	1294070	0	248
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	7	77258	1380100	0	1166
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	8	74385	170411	1	62
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	8	173941	1363564	0	828
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	9	80852	110142	1	20
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	9	114707	1157957	0	566
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	9	1167056	1196125	1	11
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	9	1198811	1473413	0	541
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	10	70764	308861	1	121
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	10	312095	1571687	0	988
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	11	111204	627825	0	251
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	11	629966	664109	1	19
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	11	669045	1934044	0	646
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	12	60587	287237	0	101
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	12	307193	338700	1	24
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	12	344772	742392	0	182
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	12	753394	1142264	1	118
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	12	1152804	1630833	0	224
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	12	1633458	2162878	1	300
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	13	92637	1030778	0	551
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	13	1048714	1069284	1	9
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	13	1070791	1230462	0	70
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	13	1237035	1544198	1	143
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	13	1555547	2370774	0	406
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	13	2374603	2381071	1	8
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	13	2385810	2787498	0	231
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	14	36236	88617	0	59
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	14	93194	2029339	1	1048
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	14	2032233	2385611	0	156
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	14	2387145	2695923	1	158
C09/PG0072-C/ERR019057	C15/PG0057-C/ERR019069	14	2698598	3254381	0	411
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	1	95518	574270	0	398
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	2	109073	179137	1	40
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	2	183453	372250	0	137
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	2	373697	503169	1	57
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	2	510210	861650	0	297
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	3	74346	1001448	0	620
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	4	91950	1141383	0	1107
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	5	38911	131223	0	59
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	5	132132	311130	1	125
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	5	315512	596259	0	186
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	5	600413	600557	1	3
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	5	601105	1173348	0	314
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	5	1174458	1174506	1	4
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	5	1175206	1235499	0	61
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	5	1239449	1321348	1	68
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	6	72627	627141	1	307
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	6	630532	832486	0	129
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	6	835786	1294070	1	291
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	7	77258	818083	1	795
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	7	821950	1049240	0	161
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	7	1056465	1335634	1	192
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	7	1348002	1380100	0	18
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	8	74385	1212779	0	694
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	8	1221638	1363564	1	196
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	9	80852	444686	0	198
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	9	453285	813714	1	208
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	9	815088	978097	0	84
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	9	990501	1473413	1	648
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	10	70764	308861	0	121
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	10	312095	455957	1	88
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	10	462010	679368	0	111
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	10	682039	1571687	1	789
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	11	111204	780893	0	333
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	11	786455	987253	1	89
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	11	989267	1059515	0	55
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	11	1070499	1554957	1	239
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	11	1556224	1705678	0	86
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	11	1710823	1934044	1	114
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	12	60587	1453708	0	573
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	12	1461400	2085927	1	335
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	12	2088586	2162878	0	41
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	13	92637	499821	1	285
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	13	510621	703699	0	85
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	13	714722	1030778	1	181
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	13	1048714	1072900	0	11
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	13	1074522	1373255	1	122
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	13	1376212	1417179	0	27
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	13	1419239	2381071	1	476
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	13	2385810	2586210	0	108
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	13	2588427	2787498	1	123
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	14	36236	375235	1	206
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	14	376629	1311701	0	520
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	14	1316662	1793387	1	249
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	14	1796977	2358138	0	276
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	14	2365027	2630924	1	141
C10/PG0063-C/ERR019060	C11/PG0064-C/ERR019071	14	2635463	3254381	0	440
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	1	95518	319673	1	141
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	1	325302	574270	0	257
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	2	109073	503169	1	234
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	2	510210	861650	0	297
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	3	74346	1001448	1	620
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	4	91950	1141383	0	1107
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	5	38911	134971	1	63
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	5	141732	245800	0	84
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	5	250751	1239449	1	606
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	5	1241437	1321348	0	67
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	6	72627	1091298	0	561
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	6	1098313	1294070	1	166
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	7	77258	933777	0	903
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	7	935471	1056465	1	54
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	7	1058705	1380100	0	209
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	8	74385	378558	1	167
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	8	386607	552699	0	139
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	8	560601	562981	1	6
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	8	565309	1363564	0	578
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	9	80852	168615	1	56
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	9	179666	444686	0	142
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	9	453285	813714	1	208
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	9	815088	978097	0	84
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	9	990501	1473413	1	648
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	10	70764	759484	0	356
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	10	764091	1571687	1	753
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	11	111204	780893	1	333
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	11	786455	965255	0	72
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	11	968081	1070499	1	73
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	11	1074505	1934044	0	438
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	12	60587	654996	1	261
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	12	659791	1194571	0	194
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	12	1196311	2085927	1	453
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	12	2088586	2162878	0	41
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	13	92637	481231	0	273
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	13	483108	499821	1	12
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	13	510621	703699	0	85
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	13	714722	2787498	1	1048
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	14	36236	375235	1	206
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	14	376629	975095	0	355
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	14	988078	1316662	1	166
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	14	1325150	1753070	0	221
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	14	1755310	1793387	1	27
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	14	1796977	2000162	0	112
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	14	2004319	2108840	1	62
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	14	2112815	2358138	0	102
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	14	2365027	2630924	1	141
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	14	2635463	2699085	0	31
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	14	2703922	2862049	1	89
C10/PG0063-C/ERR019060	C12/PG0058-C/ERR019063	14	2866225	3254381	0	320
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	1	95518	574270	0	398
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	2	109073	374366	0	183
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	2	377666	503169	1	51
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	2	510210	861650	0	297
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	3	74346	1001448	0	620
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	4	91950	1141383	0	1107
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	5	38911	131223	0	59
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	5	132132	208943	1	68
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	5	213085	596259	0	243
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	5	600413	600557	1	3
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	5	601105	1235499	0	379
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	5	1239449	1284550	1	34
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	5	1288312	1321348	0	34
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	6	72627	369904	1	155
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	6	374781	1294070	0	572
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	7	77258	1380100	1	1166
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	8	74385	1363564	0	890
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	9	80852	444686	0	198
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	9	453285	561033	1	52
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	9	567915	707853	0	97
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	9	714313	813714	1	59
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	9	815088	961650	0	74
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	9	963651	978097	1	10
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	9	990501	1473413	0	648
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	10	70764	1571687	0	1109
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	11	111204	780893	1	333
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	11	786455	965255	0	72
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	11	968081	1070499	1	73
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	11	1074505	1934044	0	438
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	12	60587	268220	0	95
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	12	271185	921491	1	299
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	12	1107393	2085927	0	514
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	12	2088586	2162878	1	41
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	13	92637	499821	0	285
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	13	510621	921608	1	214
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	13	926023	1219089	0	122
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	13	1225494	1360834	1	57
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	13	1369897	1567951	0	100
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	13	1575257	2787498	1	640
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	14	36236	375235	1	206
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	14	376629	1102046	0	397
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	14	1104415	1496415	1	190
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	14	1499345	1793387	0	182
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	14	1796977	2284878	1	242
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	14	2289309	2358138	0	34
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	14	2365027	2630924	1	141
C10/PG0063-C/ERR019060	C13/PG0054-C/ERR019062	14	2635463	3254381	0	440
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	1	95518	574270	1	398
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	2	109073	141395	0	17
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	2	147721	207266	1	41
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	2	209681	346718	0	110
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	2	360156	861650	1	363
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	3	74346	1001448	1	620
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	4	91950	1141383	0	1107
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	5	38911	134971	1	63
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	5	141732	275740	0	97
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	5	279011	600557	1	213
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	5	601105	649812	0	49
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	5	651694	1239449	1	331
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	5	1241437	1321348	0	67
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	6	72627	164394	0	64
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	6	171952	926593	1	415
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	6	932002	1294070	0	248
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	7	77258	162203	1	153
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	7	165682	1380100	0	1013
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	8	74385	180400	1	66
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	8	182361	407080	0	116
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	8	411791	730662	1	208
C10/PG0063-C/ERR019060	C14/PG0060-C/ERR019058	8	736271	1363564	0	500
